State_name,District_name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Workers,Main_Workers,Marginal_Workers,Sex_Ratio,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate
GUJARAT,Kheda,2299885,1185727,1114158,1660243,942480,717763,622026,933983,722134,211849,939.6412496299739,72.19,79.49,64.42
GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,858054,582751,567601,1097507,685141,412366,948.5346315001048,60.27,69.93,50.07
GUJARAT,Dohad,2127086,1068651,1058435,1007171,599035,408136,376504,999124,553395,445729,990.4402840590614,47.35,56.06,38.56
GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1614087,1278993,1240425,1693473,1360660,332813,934.1395602803686,69.45,74.94,63.57
GUJARAT,Narmada,590297,301086,289211,370336,211767,158569,160369,294795,193916,100879,960.5594414884783,62.74,70.33,54.83
GUJARAT,Bharuch,1551019,805707,745312,1118276,623047,495229,481996,627124,526541,100583,925.0409888458211,72.1,77.33,66.45
GUJARAT,The Dangs,228291,113821,114470,140968,77314,63654,59618,118257,88038,30219,1005.7019354952075,61.75,67.93,55.61
GUJARAT,Navsari,1329672,678165,651507,1001909,539471,462438,409156,591834,510004,81830,960.6909822830727,75.35,79.55,70.98
GUJARAT,Valsad,1705678,887222,818456,1170657,655528,515129,498391,743245,577327,165918,922.4929048197633,68.63,73.89,62.94
GUJARAT,Surat,6081322,3402224,2679098,4571410,2687468,1883942,1899838,2553542,2405288,148254,787.4549118458984,75.17,78.99,70.32
GUJARAT,Tapi,807022,402188,404834,490036,269007,221029,218489,450902,337579,113323,1006.5790127999841,60.72,66.89,54.6
DAMAN AND DIU,Diu,52074,25642,26432,38058,20327,17731,18850,15750,14718,1032,1030.808829264488,73.08,79.27,67.08
DAMAN AND DIU,Daman,191173,124659,66514,150348,104316,46032,71079,105521,101717,3804,533.5675723373362,78.64,83.68,69.21
DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,142521,80709,108783,157161,130299,26862,773.8903798513626,64.95,73.56,53.82
MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,512099,394410,405012,792065,664193,127872,978.3417549839769,55.0,61.46,48.39
MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,723388,570528,528790,936370,825875,110495,945.7321463979712,63.09,68.63,57.23
MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1629223,1262659,1169788,1863571,1643955,219616,924.9951646631306,68.37,74.14,62.12
MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1048892,830982,728192,1219641,1107542,112099,933.5641017973026,72.69,78.42,66.55
MAHARASHTRA,Akola,1813906,932334,881572,1411281,758977,652304,504235,768154,691025,77129,945.553846582877,77.8,81.41,73.99
MAHARASHTRA,Washim,1197160,620302,576858,869917,487703,382214,330846,569792,502755,67037,929.9631469832436,72.67,78.62,66.26
MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1207104,1044771,781815,1236322,1061544,174778,950.639803129187,77.96,81.52,74.22
MAHARASHTRA,Wardha,1300774,668385,632389,1019458,552617,466841,388704,608235,529623,78612,946.1448117477203,78.37,82.68,73.82
MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1959220,1714588,1308366,1868560,1654778,213782,951.2028427970944,78.95,82.15,75.58
MAHARASHTRA,Bhandara,1200334,605520,594814,899860,488709,411151,356418,597305,413838,183467,982.3193288413264,74.97,80.71,69.12
MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,542837,461406,386515,665419,433962,231457,999.0915329663187,75.93,82.05,69.81
MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,395110,313255,330840,584237,392886,191351,982.0552419235657,66.02,72.99,58.93
MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,872565,706050,684655,1058172,804433,253739,961.4168996488805,71.62,77.64,65.35
MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1115980,906594,798132,1355999,1195100,160899,952.4058691587469,72.96,78.59,67.04
MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1255222,934203,821682,1493953,1317791,176162,942.8591246044247,65.14,72.55,57.27
MAHARASHTRA,Hingoli,1177345,606294,571051,790743,450551,340192,284369,569182,514371,54811,941.8714353102621,67.16,74.31,59.57
MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,666291,491523,427239,822797,756417,66380,947.3373847932377,63.06,70.67,55.03
MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,699428,496095,502830,930886,844492,86394,936.8248089667248,61.03,69.15,52.35
MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,979132,1575079,1446636,128443,923.2744201127687,67.65,74.35,60.38
MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2397538,1947828,1668932,2763328,2523023,240305,934.3766886081467,71.15,75.94,66.03
MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4591396,3635765,3618151,4492767,3930511,562256,885.7631560910188,74.39,78.28,69.98
MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,4223029,3352456,3078829,3735021,3515922,219099,859.741861136723,80.96,83.93,77.5
MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1410680,1098342,1107321,1284396,1209334,75062,831.53054004255,81.32,83.74,78.41
MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,959028,1072969,858825,214144,959.4672498502988,73.65,78.83,68.25
MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,3940210,3231513,3222457,4048993,3751221,297772,914.9486048733729,76.06,80.02,71.73
MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,1773355,1378535,1323404,2204590,2039455,165135,939.1798363087298,69.38,75.69,62.65
MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,987185,731322,698571,1255548,1154708,100840,916.1200083610925,66.48,73.17,59.17
MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,932432,718240,585632,1046857,964177,82680,927.6717407355043,67.26,73.24,60.81
MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,644304,493506,444990,773916,701894,72022,923.9798731334189,68.64,74.79,62.0
MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1651266,1259410,1156231,1898395,1763175,135220,938.080267450441,67.41,74.12,60.26
MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1201034,1024660,975471,1354947,1184407,170540,988.1238408781329,74.1,79.49,68.64
MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,619012,580380,639362,714076,554973,159103,1121.9608971503874,74.26,81.33,67.96
MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,348289,317778,340836,347178,226538,120640,1035.9114565861234,78.39,83.46,73.51
MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1559760,1266085,1179314,1704054,1508563,195491,956.9259306755634,72.91,78.75,66.8
MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1121550,927917,853673,1215104,1074948,140156,965.6529649070019,72.62,78.12,66.93
ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,817714,1323667,1066460,257207,1001.4931399528475,54.11,62.53,45.71
ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,720298,1261076,1055965,205111,1040.0218767815863,54.47,63.18,46.1
ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,1165280,1876768,1590304,286464,1007.7993407060826,58.44,66.85,50.1
ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,789132,1442203,1195494,246709,991.6140850803989,53.97,62.6,45.27
ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,1066289,1413297,1096081,317216,953.5181997200996,73.34,76.42,70.11
ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,1948784,1589244,1561322,2196078,1834777,361301,961.0238103700544,66.8,72.15,61.23
ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,1010015,2082501,1815643,266858,976.7146283675366,47.88,56.5,39.06
ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1160757,840262,1030937,1741693,1493419,248274,982.5346692639728,57.36,65.96,48.6
ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1179790,885233,1046987,1705655,1442197,263458,996.5974736270101,58.79,67.06,50.49
ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,901640,728594,870625,1410062,1215871,194191,1011.0669538486314,58.28,64.82,51.81
ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,857824,637557,902436,1290288,936244,354044,1014.6362404582713,55.32,63.93,46.83
ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,749514,1157962,953215,204747,1018.5281327137774,52.82,60.91,44.88
ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1422878,1145371,1379340,1889879,1481139,408740,1005.9698631545974,59.86,66.52,53.23
ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,1605841,2093681,1748117,345564,1005.8061523422299,63.8,66.81,60.81
ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,1255628,1773112,1534166,238946,1003.6286501523219,67.37,70.19,64.56
ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,1476334,2048880,1744978,303902,992.347097414411,66.63,70.52,62.7
ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,1582990,2381624,2106326,275298,1002.7744075957552,60.57,66.98,54.17
ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,1087575,1700567,1463508,237059,981.2918862304084,56.05,64.6,47.35
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1011922,820267,953513,1314561,1076544,238017,985.0024179925438,61.82,67.78,55.78
ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,994699,722067,884093,1320404,1079903,240501,985.4764195878569,59.56,68.52,50.47
ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,1090835,2029425,1757520,271905,987.7448660693489,52.48,61.12,43.73
ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,1244428,2036166,1679655,356511,976.8262940816035,56.63,64.83,48.22
ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,1303870,1933357,1669852,263505,996.9648895514505,63.92,71.04,56.77
KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,1318975,2105668,1734501,371167,972.5698423854435,63.85,71.21,56.29
KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,490657,818081,676407,141674,988.9802349409701,58.92,67.51,50.23
KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,527490,927722,760083,167639,959.755072356803,57.33,65.76,48.55
KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,389403,702608,551763,150845,956.320743339861,61.21,68.59,53.5
KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,455848,903413,725985,177428,999.7822730896796,50.8,59.85,41.75
KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,337649,654766,508089,146677,985.8099284781534,58.21,66.98,49.32
KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,291972,495722,423451,72271,981.8969481352405,65.77,73.94,57.45
KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,483104,784833,690948,93885,970.7759019895306,70.47,75.95,64.84
KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,582099,499807,474792,608526,498304,110222,978.8738406291995,75.28,80.15,70.3
KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,413564,730066,601951,128115,950.4497465597562,67.94,73.71,61.87
KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,623480,1116880,969388,147492,982.7697715517311,57.96,65.76,50.03
KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,447348,856587,667479,189108,973.5622464598029,65.53,72.21,58.66
KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,530691,875207,705099,170108,972.3205596107056,67.26,73.06,61.3
KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,554106,780598,652789,127809,997.6328191334774,72.06,76.92,67.18
KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,385389,513241,459446,53795,1094.4601881056194,78.69,82.85,74.89
KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,392426,565774,480229,85545,1008.324773835114,71.91,77.35,66.53
KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,890242,1354646,1078431,276215,983.5568646092015,67.69,74.49,60.78
KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4078041,3434235,3267960,4246927,3858342,388585,915.6281899176552,78.08,81.19,74.68
KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,562302,871408,714901,156507,995.1374732759907,63.67,70.56,56.73
KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,628981,903580,752387,151193,1010.2832854457617,68.97,75.69,62.33
KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,864019,802304,650292,997721,914476,83245,1019.542598244539,79.74,83.5,76.05
KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,212974,278938,258753,20185,1019.311163549496,74.46,78.4,70.58
KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,920982,1314268,1082108,232160,985.3975919555438,65.38,70.37,60.32
KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,312957,252322,319880,481693,381408,100285,992.833311533273,55.38,61.1,49.61
KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,600007,1087028,844237,242791,971.435485171941,55.62,63.63,47.37
KARNATAKA,Yadgir,1174271,590329,583942,510003,306751,203252,262995,547696,437241,110455,989.1806094567605,43.43,51.96,34.81
KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,477609,717872,584590,133282,978.8883507900607,66.14,72.66,59.49
KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,442158,341064,409702,639778,535565,104213,972.0789331858456,62.4,69.47,55.13
KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,326462,459891,389989,69902,946.1458996174181,69.51,75.67,62.99
KARNATAKA,Ramanagara,1082636,548008,534628,674758,378461,296297,351784,531459,458841,72618,975.5842980394447,62.33,69.06,55.42
GOA,North Goa,818008,416677,401331,663060,351738,311322,325089,327658,269437,58221,963.1705133712684,81.06,84.42,77.57
GOA,South Goa,640537,322463,318074,502427,264085,238342,251493,249590,206616,42974,986.3891361179423,78.44,81.9,74.93
LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,28023,24530,21242,18753,10804,7949,946.4722398333483,81.51,84.6,78.25
KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,417805,462998,372700,90298,1079.7772238245154,79.36,82.16,76.76
KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,872479,824116,694209,129907,1135.5212172202537,84.76,85.74,83.89
KERALA,Wayanad,817420,401684,415736,645585,328136,317449,277988,340077,263445,76632,1034.9827227372762,78.98,81.69,76.36
KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,990336,948981,754187,194794,1098.1745031415242,84.74,86.13,83.48
KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,1157129,1062424,852047,210377,1098.0774645875588,80.51,81.49,79.62
KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,894341,1042340,875540,166800,1066.9212741949484,79.7,82.58,77.0
KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,1051867,1095727,929506,166221,1107.8322459434764,85.82,86.59,85.12
KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,1174691,1249343,1061388,187955,1026.7196523493772,87.0,88.03,86.0
KERALA,Idukki,1108974,552808,556166,923010,471881,451129,412433,516363,415947,100416,1006.0744417591641,83.23,85.36,81.11
KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,678161,735735,604553,131182,1039.2165975240864,88.62,88.98,88.27
KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,723536,804471,596387,208084,1100.1883250324238,87.08,87.9,86.33
KERALA,Pathanamthitta,1197412,561716,635696,1062553,499181,563372,472840,392794,293257,99537,1131.703565502852,88.74,88.87,88.62
KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,925130,912025,695299,216726,1113.426326898525,85.01,86.16,83.98
KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,1169117,1231669,921282,310387,1087.2940004223365,84.37,85.66,83.18
TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,1119433,1538054,1247918,290136,987.1965851874832,74.88,79.73,69.98
TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1968079,1808197,1314125,1817297,1619554,197743,989.3160673401135,81.27,84.26,78.25
TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,1213504,1673814,1367378,306436,986.2570406337339,75.37,80.05,70.62
TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,1140300,1689330,1360185,329145,1006.6040063455555,70.47,76.69,64.29
TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,710163,1238177,970072,268105,994.4145469374677,66.0,73.62,58.34
TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1234479,961297,967314,1703249,1260802,442447,986.9228219590894,63.48,70.91,55.95
TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1285107,1000455,1170352,1694160,1561030,133130,954.4862371468777,65.64,72.13,58.83
TAMIL NADU,Namakkal,1726601,869280,857321,1176131,653312,522819,627484,898245,839152,59093,986.2426375851279,68.12,75.16,60.98
TAMIL NADU,Erode,2251744,1129868,1121876,1492662,828300,664362,843684,1195773,1111051,84722,992.9266073559036,66.29,73.31,59.22
TAMIL NADU,The Nilgiris,735394,360143,375251,569647,299447,270200,264105,349974,318924,31050,1041.9500031931761,77.46,83.15,72.01
TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,816180,665654,713542,1105155,963017,142138,998.0563177536546,68.61,75.51,61.7
TAMIL NADU,Karur,1064493,528184,536309,727044,401726,325318,364661,543298,508507,34791,1015.3828968692728,68.3,76.06,60.66
TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1087765,951216,875727,1213979,1082329,131650,1013.1052352908116,74.9,80.44,69.43
TAMIL NADU,Perambalur,565223,282157,283066,375823,208011,167812,188592,299726,255097,44629,1003.2216106635667,66.49,73.72,59.28
TAMIL NADU,Ariyalur,754894,374703,380191,480604,269582,211022,254277,359851,272241,87610,1014.6462665097424,63.67,71.95,55.5
TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,758209,1169880,837271,332609,986.6737516362391,69.66,76.26,62.97
TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,640916,572092,517740,671994,486328,185666,1025.3042435602354,75.04,80.3,69.91
TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,503085,443386,408179,540168,412425,127743,1017.378525051341,74.86,80.28,69.54
TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,753372,974079,834484,139595,1034.7238197047402,74.44,79.86,69.21
TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,608776,501769,503941,761693,640248,121445,1014.9018660637361,68.62,75.79,61.55
TAMIL NADU,Sivaganga,1339101,668672,670429,959744,526304,433440,452417,620171,461102,159069,1002.6275961906586,71.67,78.71,64.65
TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1223810,1049620,1010441,1354632,1173902,180730,990.3712802371477,74.83,80.17,69.43
TAMIL NADU,Theni,1245899,625683,620216,870080,479403,390677,410623,591642,530591,61051,991.2623485055532,69.84,76.62,62.99
TAMIL NADU,Virudhunagar,1942288,967709,974579,1398788,760375,638413,734724,950158,854066,96092,1007.0992416108562,72.02,78.57,65.51
TAMIL NADU,Ramanathapuram,1353445,682658,670787,978946,536487,442459,417239,602977,486150,116827,982.610619080125,72.33,78.59,65.96
TAMIL NADU,Thoothukkudi,1750176,865021,885155,1349697,703106,646591,636739,748095,657447,90648,1023.2757355023751,77.12,81.28,73.05
TAMIL NADU,Tirunelveli,3077233,1520912,1556321,2273457,1210710,1062747,1064667,1436454,1271407,165047,1023.2814258813132,73.88,79.6,68.29
TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,780541,768197,598041,679620,552658,126962,1019.090079829869,82.8,84.26,81.37
TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,527599,390110,487926,751170,652996,98174,946.0637502373102,60.9,68.14,53.25
TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,667062,520896,580540,877779,742001,135778,957.6612735255646,63.2,69.47,56.65
TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1394790,1241117,1169752,1567950,1443252,124698,999.682529952923,76.23,80.66,71.79
TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,959623,800943,894908,1266137,1168596,97541,989.3544884721773,71.02,77.01,64.96
PONDICHERRY,Yanam,55626,27301,28325,39274,19919,19355,15519,16760,15373,1387,1037.5077835976706,70.6,72.96,68.33
PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,380946,345703,291037,348105,315570,32535,1029.41327217047,76.47,81.35,71.72
PONDICHERRY,Mahe,41816,19143,22673,36470,16610,19860,12110,11802,10404,1398,1184.4016089432168,87.22,86.77,87.59
PONDICHERRY,Karaikal,200222,97809,102413,154916,79903,75013,69333,68301,58342,9959,1047.071332903925,77.37,81.69,73.25
ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,15397,9935,15958,17125,9651,7474,777.4883002846528,68.76,74.28,61.65
ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,43186,35497,40185,38579,31038,7541,924.8099742986822,74.51,78.72,69.96
ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,105794,84472,85532,96831,85221,11610,870.9647007063002,79.9,83.12,76.2
